groupId	protId	protCount	functId	desc
ENOG410WC57	ENSP00000429518	2	S	NA
ENOG410VDSK	ENSP00000340841	28	K	Zinc finger protein
ENOG410WBR2	ENSP00000360692	4	S	chromosome 9 open reading frame 141
ENOG410VC6J	ENSP00000359127	88	J	S-adenosyl-L-methionine-dependent methyltransferase that catalyzes the trimethylation of the amino group of the modified target histidine residue in translation elongation factor 2 (EF- 2), to form an intermediate called diphthine. The three successive methylation reactions represent the second step of diphthamide biosynthesis (By similarity)
ENOG410VVY2	ENSP00000358494	6	S	chromosome 1 open reading frame 137
ENOG410WF3C	ENSP00000311957	4	K	Zinc finger protein
ENOG410WBRG	ENSP00000383683	6	S	NA
ENOG410VW3G	ENSP00000389475	7	S	Chromosome 3 open reading frame
ENOG410WBHJ	ENSP00000391134	3	S	NA
ENOG410WC2Q	ENSP00000436033	2	S	NA
ENOG410WBG9	ENSP00000318340	4	S	NA
ENOG410VJEB	ENSP00000342513	23	T	Interferon, alpha-inducible protein 6
ENOG410WGCX	ENSP00000340578	27	T	Ras association (RalGDS AF-6) domain family member 6
ENOG410VMZZ	ENSP00000245983	13	T	gonadotropin-releasing hormone 2
ENOG410WBNX	ENSP00000359978	3	S	HERV-H LTR-associating 3
ENOG410VHAH	ENSP00000386162	17	O	Lipocalin-like 1
ENOG410WG1Z	ENSP00000264833	4	W	olfactomedin 2
ENOG410VGE3	ENSP00000321132	13	K	Zinc finger protein 554
ENOG410VXCY	ENSP00000301698	5	S	proline rich 25
ENOG410VGIX	ENSP00000295208	20	K	zinc finger protein 514
ENOG410WBQR	ENSP00000444145	3	S	B melanoma antigen family
ENOG410WBSX	ENSP00000314042	2	T	MAS-related GPR, member X4
ENOG410VFYQ	ENSP00000388864	15	K	Zinc finger protein
ENOG410WF3X	ENSP00000454814	6	S	Chromosome 17 open reading frame 51
ENOG410WC4U	ENSP00000430231	2	S	NA
ENOG410WC2V	ENSP00000460377	4	K	Zinc finger protein 676
ENOG410WHM3	ENSP00000221347	31	VW	Fc fragment of IgG binding protein
ENOG410VDNM	ENSP00000344012	42	Z	Growth arrest-specific 2 like
ENOG410WEBX	ENSP00000398729	4	U	PAPPA antisense RNA 1
ENOG410V4NZ	ENSP00000365198	74	T	Kazrin, periplakin interacting protein
ENOG410V5EA	ENSP00000306756	17	K	Zinc finger protein 584
ENOG410VFWT	ENSP00000323074	41	S	Retinoic acid induced 1
ENOG410VEU5	ENSP00000357134	20	T	olfactory receptor, family 10, subfamily R, member 2
ENOG410VKZR	ENSP00000381182	11	S	chromosome 3 open reading frame 56
ENOG410VIIZ	ENSP00000344426	15	S	NA
ENOG410WBVV	ENSP00000359551	4	S	NA
ENOG410WBJZ	ENSP00000389543	3	S	Cytochrome C assembly protein
ENOG410VGCU	ENSP00000379363	11	K	zinc finger protein 501
ENOG410VQ1X	ENSP00000410452	6	Z	stathmin 1
ENOG410VE48	ENSP00000264952	52	T	G protein-coupled receptor kinase 7
ENOG410WC59	ENSP00000426826	2	S	NA
ENOG410WBHT	ENSP00000385884	3	S	NA
ENOG410VKEV	ENSP00000303234	8	S	chromosome 14 open reading frame
ENOG410VKWP	ENSP00000411004	16	S	Xg blood group
ENOG410VKC5	ENSP00000402058	9	S	NA
ENOG410V6VU	ENSP00000305494	50	O	spermatogenesis associated 5-like 1
ENOG410VA6C	ENSP00000327314	17	K	zinc finger protein 283
ENOG410WID8	ENSP00000260926	22	K	SATB homeobox 2
ENOG410WBGM	ENSP00000470219	3	S	NA
ENOG410V4M2	ENSP00000359998	74	O	Glutathione S-transferase
ENOG410VXQJ	ENSP00000328422	4	S	NA
ENOG410WE1N	ENSP00000380250	4	P	solute carrier family 17 (sodium phosphate), member 3
ENOG410WBSM	ENSP00000434948	2	S	NA
ENOG410VXU5	ENSP00000462106	5	S	NA
ENOG410VWSY	ENSP00000362624	11	A	long intergenic non-protein coding RNA 684
ENOG410VP75	ENSP00000315794	7	S	chromosome 15 open reading frame
ENOG410WBGC	ENSP00000310901	3	TZ	Cysteine and glycine-rich protein 2
ENOG410WE8I	ENSP00000303070	6	O	secretoglobin family 1D member 1
ENOG410WBI7	ENSP00000371529	4	S	chromosome 22 open reading frame 42
ENOG410WEEK	ENSP00000383020	2	K	zinc finger protein 705G
ENOG410WH3U	ENSP00000261530	16	S	G patch domain containing 2-like
ENOG410WIF7	ENSP00000387170	22	S	GRB10 interacting GYF protein 2
ENOG410VA9W	ENSP00000308908	28	T	G protein-coupled receptor 148
ENOG410WJ21	ENSP00000389913	18	T	pleckstrin homology domain containing, family M (with RUN domain) member 1
ENOG410WEE4	ENSP00000447930	8	S	NA
ENOG410WBKN	ENSP00000368502	4	K	secretoglobin, family 2B, member 2
ENOG410WBIJ	ENSP00000440412	2	S	NA
ENOG410VVBT	ENSP00000383961	5	S	NA
ENOG410WBMT	ENSP00000342409	7	S	Testis-specific PTP-BL-related Y protein
ENOG410WG49	ENSP00000457230	7	Q	WW domain containing oxidoreductase
ENOG410WD7T	ENSP00000340507	13	K	Tripartite motif containing 24
ENOG410VPIW	ENSP00000325144	5	S	chromosome 15 open reading frame
ENOG410VX2R	ENSP00000320396	5	S	NA
ENOG410V9S8	ENSP00000332818	64	G	synaptic vesicle glycoprotein
ENOG410WBZP	ENSP00000360204	4	S	NA
ENOG410WC4I	ENSP00000462799	4	S	TBC1 domain family member
ENOG410VIVD	ENSP00000373184	21	S	NA
ENOG410VIED	ENSP00000277508	21	G	Primary component of whey, it binds retinol and is probably involved in the transport of that molecule
ENOG410VN53	ENSP00000255695	18	S	HRAS-like suppressor 2
ENOG410V46X	ENSP00000265968	14	TZ	Cysteine and glycine-rich protein 3 (Cardiac LIM protein)
ENOG410VCDG	ENSP00000460997	54	T	T cell receptor beta constant 2
ENOG410WBU4	ENSP00000375479	2	Z	keratin associated protein 10-2
ENOG410VIT3	ENSP00000329507	27	S	CD300c molecule
ENOG410WE3A	ENSP00000360583	9	S	zyg-11 homolog A (C. elegans)
ENOG410WC3F	ENSP00000351625	3	S	NA
ENOG410V744	ENSP00000367637	52	P	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)
ENOG410WG0K	ENSP00000384651	59	IU	Myotubularin related protein 3
ENOG410WCZ9	ENSP00000379823	19	W	collagen, type IV, alpha 3 (Goodpasture antigen)
ENOG410VE7X	ENSP00000371505	10	T	C-type lectin domain family 6 member A
ENOG410WEZ7	ENSP00000333887	4	Z	keratin-associated protein
ENOG410WE80	ENSP00000459013	6	K	Zinc finger protein 486
ENOG410WBKJ	ENSP00000392477	4	S	NA
ENOG410VY2E	ENSP00000395549	4	S	chromosome 22 open reading frame 34
ENOG410VAA1	ENSP00000283357	43	S	family with sequence similarity 81, member B
ENOG410WIZT	ENSP00000345464	30	O	NHL repeat containing 1
ENOG410WC33	ENSP00000311364	4	O	mucin-like 1
ENOG410VJIN	ENSP00000386193	9	O	ariadne homolog 2 opposite strand
ENOG410WEEX	ENSP00000221797	5	W	Lectin galactoside-binding soluble 13
ENOG410WBZG	ENSP00000356969	3	K	May stabilize HDL (high density lipoprotein) structure by its association with lipids, and affect the HDL metabolism
ENOG410VYAE	ENSP00000241808	8	B	Protamines substitute for histones in the chromatin of sperm during the haploid phase of spermatogenesis. They compact sperm DNA into a highly condensed, stable and inactive complex
ENOG410WIA1	ENSP00000357602	15	K	leucine rich repeat containing 27
ENOG410VMPI	ENSP00000366317	11	S	Chromosome 10 open reading frame 114
ENOG410WIR7	ENSP00000228567	77	TU	synaptotagmin
ENOG410WDDC	ENSP00000371789	9	O	zinc finger, CCHC domain containing 3
ENOG410WBGI	ENSP00000383399	2	S	NA
ENOG410WDRW	ENSP00000384534	4	I	inositol polyphosphate-5-phosphatase J
ENOG410VIYH	ENSP00000344844	41	T	Hepatitis A virus cellular receptor 1
ENOG410VXSU	ENSP00000381127	4	S	NA
ENOG410WE7R	ENSP00000461761	5	S	NA
ENOG410WF3T	ENSP00000364755	4	O	chromosome 1 open reading frame 134
ENOG410WJ0X	ENSP00000312678	49	O	Midline 1 (Opitz BBB syndrome)
ENOG410WEQ7	ENSP00000468720	5	K	Zinc finger protein 253
ENOG410WJKY	ENSP00000254051	5	Z	tensin 4
ENOG410WJ12	ENSP00000301924	43	O	Tripartite motif containing 35
ENOG410V9NU	ENSP00000451131	49	O	tetratricopeptide repeat domain 6
ENOG410WJ08	ENSP00000363095	28	O	Tripartite motif containing 32
ENOG410WHVS	ENSP00000332103	21	K	LSM domain containing 1
ENOG410WBUD	ENSP00000346918	3	S	NA
ENOG410VXPW	ENSP00000380941	6	S	chromosome 21 open reading frame 67
ENOG410V77D	ENSP00000350704	46	S	Chromosome 1 open reading frame 109
ENOG410WBVU	ENSP00000442411	3	S	chromosome 21 open reading frame 119
ENOG410VDFN	ENSP00000359055	36	S	Neuroblastoma breakpoint family member
ENOG410WJ76	ENSP00000416125	8	T	Rho guanine nucleotide exchange factor (GEF) 38
ENOG410VEJB	ENSP00000244623	12	T	olfactory receptor, family 2, subfamily B, member 6
ENOG410WGEH	ENSP00000384597	4	K	general transcription factor IIA, 1-like
ENOG410VKSM	ENSP00000405722	7	S	NA
ENOG410WETD	ENSP00000447931	4	K	zinc finger protein 878
ENOG410WER8	ENSP00000394248	6	K	Zinc finger protein
ENOG410WC38	ENSP00000446649	6	U	ADP-ribosylation factor-like protein
ENOG410VGCZ	ENSP00000306869	27	K	Zinc finger protein
ENOG410V6A2	ENSP00000371682	18	A	DDB1 and CUL4 associated factor 16
ENOG410VKIB	ENSP00000358452	31	B	Atypical histone H2A which can replace conventional H2A in some nucleosomes and is associated with active transcription and mRNA processing. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. Nucleosomes containing this histone are less rigid and organize less DNA than canonical nucleosomes in vivo. They are enriched in actively transcribed genes and associate with the elongating form of RNA polymerase. They associate with spliceosome components and are required for mRNA splicing. May participate in spermatogenesis
ENOG410VBR9	ENSP00000293894	30	K	SRY (sex determining region Y)-box 8
ENOG410WFZG	ENSP00000343557	15	A	Zinc finger, CCHC domain containing 17
ENOG410VCF9	ENSP00000364645	19	K	Zinc finger protein 484
ENOG410VA4E	ENSP00000370697	36	T	purinergic receptor P2Y, G-protein coupled, 8
ENOG410WJEA	ENSP00000345259	25	Z	Erythrocyte membrane protein band 4.1 (Elliptocytosis 1, RH-linked)
ENOG410VE6W	ENSP00000368799	13	S	kelch repeat and BTB (POZ) domain containing 6
ENOG410WE4X	ENSP00000443539	2	O	BRWD1 intronic transcript 2 (non-protein coding)
ENOG410VIFX	ENSP00000298690	36	S	ribonuclease, RNase A family
ENOG410VNJE	ENSP00000364858	9	D	Caspase recruitment domain family member
ENOG410WJHV	ENSP00000445366	30	A	dead end homolog 1 (zebrafish)
ENOG410VG1D	ENSP00000298738	30	S	family with sequence similarity 194, member B
ENOG410VFAK	ENSP00000422344	14	K	zinc finger protein 550
ENOG410VN0Z	ENSP00000398278	12	S	psoriasis susceptibility 1 candidate 1
ENOG410WFJ7	ENSP00000359664	35	G	chitobiase, di-N-acetyl
ENOG410WF18	ENSP00000437523	4	S	NA
ENOG410WIU8	ENSP00000221891	18	U	amyloid beta (A4) precursor-like protein 1
ENOG410VY12	ENSP00000335616	4	S	chromosome 9 open reading frame 47
ENOG410WGGF	ENSP00000264245	25	T	Rho GTPase activating protein 31
ENOG410VMWD	ENSP00000394678	7	A	DNAJC9 antisense RNA 1
ENOG410VMPT	ENSP00000363575	20	P	FXYD domain containing ion transport regulator 4
ENOG410WBVB	ENSP00000422430	2	S	NA
ENOG410WC2Z	ENSP00000405348	6	S	Nuclear pore complex interacting protein (NPIP)
ENOG410WENZ	ENSP00000348145	5	S	chromosome 14 open reading frame
ENOG410VWXI	ENSP00000368292	5	S	chromosome 7 open reading frame
ENOG410WEEH	ENSP00000369177	5	S	SPG20 opposite strand
ENOG410VEKC	ENSP00000334853	20	K	Zinc finger protein 555
ENOG410WBVH	ENSP00000365536	2	ET	PRA1 family protein
ENOG410VF9D	ENSP00000340748	23	T	olfactory receptor, family 13, subfamily H, member 1
ENOG410WHE7	ENSP00000370262	31	TV	FRAS1 related extracellular matrix 1
ENOG410VE2N	ENSP00000360245	23	S	chromosome 10 open reading frame 131
ENOG410WHM5	ENSP00000367301	16	T	Norrie disease (pseudoglioma)
ENOG410VBH4	ENSP00000346348	25	K	zinc finger protein 774
ENOG410VMEU	ENSP00000333234	18	O	defensin, beta 108B
ENOG410VMHW	ENSP00000364670	9	S	chromosome 10 open reading frame 126
ENOG410WEPX	ENSP00000270014	5	K	zinc finger protein 155
ENOG410WEWZ	ENSP00000380684	3	S	NA
ENOG410VJU0	ENSP00000469622	24	S	brain expressed, X-linked 5
ENOG410WBUP	ENSP00000382190	2	S	NA
ENOG410VBEF	ENSP00000404705	34	OP	N-acetylated alpha-linked acidic dipeptidase-like 2
ENOG410VAUY	ENSP00000302935	44	O	Interleukin 16
ENOG410VHDG	ENSP00000441047	8	S	NA
ENOG410VU5N	ENSP00000386166	8	S	NA
ENOG410VG5J	ENSP00000354694	10	K	Zinc finger protein 485
ENOG410VE4W	ENSP00000289788	20	K	zinc finger and SCAN domain containing 23
ENOG410WBZ3	ENSP00000408206	3	S	Inherit from KOG: Golgin subfamily a member
ENOG410VENN	ENSP00000416662	23	K	Zinc finger protein 713
ENOG410WBIV	ENSP00000385706	2	T	Immunoglobulin domain
ENOG410WC44	ENSP00000386203	2	S	Chromosome 1 open reading frame
ENOG410VAHS	ENSP00000358232	24	G	Pancreatic lipase-related protein 3
ENOG410WESM	ENSP00000409362	7	O	protein FAM138A B C
ENOG410VIDU	ENSP00000349785	60	Z	Microtubule-associated protein 1 light chain 3 gamma
ENOG410VK47	ENSP00000401767	13	S	IQ motif containing F3
ENOG410VDW5	ENSP00000328017	37	L	KRAB-A domain containing 2
ENOG410VRWI	ENSP00000311521	8	K	Zinc finger protein 490
ENOG410VYBC	ENSP00000329795	6	S	Transmembrane protein 105
ENOG410WBYY	ENSP00000449101	2	S	NA
ENOG410WFM8	ENSP00000383939	25	S	SET domain containing 5
ENOG410WFIA	ENSP00000256996	16	S	Damage-specific DNA binding protein 2, 48kDa
ENOG410VJCB	ENSP00000339384	31	S	chromosome 2 open reading frame 66
ENOG410VJAS	ENSP00000396163	12	TV	C-type lectin domain family 2 member
ENOG410VGSV	ENSP00000319197	17	T	olfactory receptor, family 4, subfamily K, member 17
ENOG410WC39	ENSP00000385877	3	S	NA
ENOG410VKXN	ENSP00000405610	43	S	S100 calcium binding protein
ENOG410VA6A	ENSP00000243644	21	K	Zinc finger protein 350
ENOG410VERE	ENSP00000414512	15	S	serine arginine repetitive matrix 5
ENOG410WEP8	ENSP00000323241	5	S	chromosome 10 open reading frame 91
ENOG410VWBV	ENSP00000356039	6	S	chromosome 6 open reading frame 99
ENOG410VUZA	ENSP00000366342	6	A	ASB16 antisense RNA 1
ENOG410VF5V	ENSP00000431202	12	K	zinc finger protein 345
ENOG410WD1N	ENSP00000404063	9	T	Glutamate receptor ionotropic, kainate 4
ENOG410WBN8	ENSP00000340009	3	O	asparagine-linked glycosylation 1-like
ENOG410V6SN	ENSP00000369380	28	K	sex comb on midleg-like 1 (Drosophila)
ENOG410WE9S	ENSP00000359307	11	K	Reduces p53 TP53 transactivation function through recruitment of HDAC3 to p53 TP53 transcription sites. Also represses p73 TP73 activity. Proposed to enhance ubiquitin ligase activity of RING-type zinc finger-containing E3 ubiquitin-protein ligases. In vitro enhances ubiquitin ligase activity of TRIM28 and stimulates p53 TP53 ubiquitination by TRIM28 potentially in presence of Ubl-conjugating enzyme UBE2H. Proposed to act through recruitment and or stabilization of the Ubl-conjugating enzyme (E2) at the E3 substrate complex. May play a role in embryonal development and tumor transformation or aspects of tumor progression. In vitro promotes cell viability in melanoma cell lines. Antigen recognized on a melanoma by autologous cytolytic T- lymphocytes. Negatively regulates acetylation and sumoylation of PML and represses PML-induced p53 TP53 acetylation and activation
ENOG410WE86	ENSP00000333993	3	Z	keratin-associated protein
ENOG410VRC3	ENSP00000348419	24	K	Zinc finger protein
ENOG410WDZX	ENSP00000364407	31	S	Methyltransferase like 8
ENOG410WEDK	ENSP00000388857	7	S	NA
ENOG410WE9J	ENSP00000251269	6	K	Zinc finger protein 221
ENOG410WBZT	ENSP00000415774	3	K	Zinc finger protein 732
ENOG410WCJ7	ENSP00000297316	8	K	SRY (sex determining region Y)-box 17
ENOG410VNXF	ENSP00000296870	17	T	interleukin 3 (colony-stimulating factor, multiple)
ENOG410WGAS	ENSP00000230538	25	W	Laminin, alpha 4
ENOG410VVSK	ENSP00000362001	7	S	chromosome 20 open reading frame 62
ENOG410VPV0	ENSP00000276066	9	U	RAB41, member RAS oncogene family
ENOG410VX8X	ENSP00000386198	6	S	chromosome 7 open reading frame
ENOG410WG0F	ENSP00000260723	27	K	BTB (POZ) domain containing 16
ENOG410VHBR	ENSP00000309812	7	K	Zinc finger protein 80
ENOG410WBP4	ENSP00000459144	3	S	NA
ENOG410VW8T	ENSP00000447850	5	S	NA
ENOG410WF4Y	ENSP00000366511	6	S	NA
ENOG410VUZ6	ENSP00000327764	6	S	chromosome 22 open reading frame 26
ENOG410WCW4	ENSP00000396896	8	O	DnaJ (Hsp40) homolog, subfamily C, member 4
ENOG410VG9Z	ENSP00000278314	21	K	zinc finger protein 214
ENOG410VNDR	ENSP00000435010	15	U	defensin, beta 134
ENOG410WF11	ENSP00000412436	13	O	proline-rich protein HaeIII subfamily
ENOG410WCRG	ENSP00000332886	11	PT	Fras1 related extracellular matrix 3
ENOG410VKXR	ENSP00000403609	8	S	Immunoglobulin V-set domain
ENOG410VFF2	ENSP00000375820	11	K	zinc finger protein 233
ENOG410WBU1	ENSP00000449223	3	S	Inherit from KOG: SAGA-associated factor 29
ENOG410WGJ5	ENSP00000348936	20	S	leucine, glutamate and lysine rich 1
ENOG410WIZY	ENSP00000363298	32	O	B-box and SPRY domain containing
ENOG410VFDT	ENSP00000375767	30	D	caspase recruitment domain family, member 8
ENOG410VNWT	ENSP00000329890	21	O	defensin, alpha 5, Paneth cell-specific
ENOG410WEVC	ENSP00000392896	5	K	heat shock
ENOG410VJA9	ENSP00000303710	12	S	chromosome 10 open reading frame 68
ENOG410WD9U	ENSP00000276416	8	U	bridging integrator 3
ENOG410VXJ8	ENSP00000367499	6	S	chromosome 20 open reading frame 187
ENOG410WBJQ	ENSP00000423696	2	S	NA
ENOG410WF00	ENSP00000382000	7	S	CMT1A duplicated region transcript 15 protein-like
ENOG410VNM2	ENSP00000448793	9	S	Chromosome 6 open reading frame 48
ENOG410VNXQ	ENSP00000464523	9	S	NA
ENOG410VK39	ENSP00000441588	11	S	NA
ENOG410VMNC	ENSP00000368138	33	U	triple QxxK R motif containing
ENOG410WIDK	ENSP00000330442	42	I	Phospholipase B1
ENOG410WGVM	ENSP00000262394	41	S	WD repeat and SOCS box containing 1
ENOG410WEZU	ENSP00000349085	6	K	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)
ENOG410WFM6	ENSP00000363124	17	S	PHD finger protein 20
ENOG410VG1I	ENSP00000398597	55	J	exosome component 6
ENOG410VHTH	ENSP00000335578	20	K	arginine-fifty homeobox
ENOG410WBPG	ENSP00000383978	3	S	NA
ENOG410WIB9	ENSP00000469820	17	Z	pleckstrin homology-like domain, family B, member 1
ENOG410WC3G	ENSP00000371863	3	S	NA
ENOG410VBHQ	ENSP00000367157	44	TW	leucine rich repeat containing 3C
ENOG410VZND	ENSP00000303915	9	K	Zinc finger protein
ENOG410WJCI	ENSP00000294664	55	Z	WD repeat domain 63
ENOG410WBM9	ENSP00000449597	2	S	NA
ENOG410VMCR	ENSP00000244926	37	S	secretoglobin family 1D member
ENOG410VHJP	ENSP00000324204	40	S	chromosome 7 open reading frame 41
ENOG410VENV	ENSP00000446137	16	S	NA
ENOG410WGPP	ENSP00000303634	5	T	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
ENOG410VEQS	ENSP00000350402	41	S	HERV-H LTR-associating 2
ENOG410WBNC	ENSP00000352182	5	S	family with sequence similarity 86, member C1
ENOG410VMKH	ENSP00000382561	23	S	chromosome 8 open reading frame 22
ENOG410V8HB	ENSP00000305533	84	S	THAP domain containing 9
ENOG410WE7V	ENSP00000320207	8	S	Golgin subfamily A member 6-like protein
ENOG410WC1B	ENSP00000434236	2	O	Inherit from KOG: tetratricopeptide repeat domain
ENOG410WIJ6	ENSP00000332293	11	K	achaete-scute complex homolog 2 (Drosophila)
ENOG410VMPX	ENSP00000361855	14	O	Participates in the formation of a gel matrix (sperm coagulum) entrapping the accessory gland secretions and ejaculated spermatozoa
ENOG410VMZW	ENSP00000316101	6	S	NA
ENOG410WBV9	ENSP00000429208	2	S	NA
ENOG410VZ5J	ENSP00000346536	6	O	keratin associated protein 23-1
ENOG410V97U	ENSP00000385099	22	K	zinc finger protein 792
ENOG410VKYN	ENSP00000399197	29	O	Mitochondrial coiled-coil domain 1
ENOG410WBSK	ENSP00000359524	3	S	SPANX family, member N1
ENOG410WBW7	ENSP00000371968	4	S	NA
ENOG410VK76	ENSP00000357726	33	T	S100 calcium binding protein A12
ENOG410WBFW	ENSP00000369622	3	S	NA
ENOG410WBQT	ENSP00000386035	3	S	NA
ENOG410WBPI	ENSP00000386846	3	S	NA
ENOG410WJAF	ENSP00000311184	34	W	WAP, follistatin kazal, immunoglobulin, kunitz and netrin domain containing
ENOG410WC2M	ENSP00000350540	2	G	glycogenin 2 pseudogene 1
ENOG410WBUH	ENSP00000367449	3	S	chromosome 10 open reading frame 111
ENOG410WEP5	ENSP00000470738	5	S	NA
ENOG410WBY6	ENSP00000440123	3	S	NA
ENOG410VIEI	ENSP00000463990	27	U	chromosome 1 open reading frame 186
ENOG410WBTW	ENSP00000392350	2	S	NA
ENOG410VWE7	ENSP00000386230	6	S	Chromosome 19 open reading frame
ENOG410WBFV	ENSP00000321133	2	T	Serpentine type 7TM GPCR chemoreceptor Srsx
ENOG410WE76	ENSP00000324598	6	K	Zinc finger protein 540
ENOG410WENT	ENSP00000252840	6	K	Zinc finger protein 557
ENOG410V6RS	ENSP00000354487	84	K	zinc finger E-box binding homeobox
ENOG410WFRN	ENSP00000256594	9	O	Glutathione S-transferase mu 3 (Brain)
ENOG410V752	ENSP00000322617	72	T	5-hydroxytryptamine (Serotonin) receptor
ENOG410VXMC	ENSP00000370014	7	A	long intergenic non-protein coding RNA 544
ENOG410VMUB	ENSP00000330787	29	C	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa
ENOG410VNQM	ENSP00000417128	15	O	Defensin, beta 121
ENOG410WJ23	ENSP00000374558	21	T	KIAA0226-like
ENOG410VYG6	ENSP00000321316	4	S	NA
ENOG410WBWC	ENSP00000383358	3	S	NA
ENOG410VC6N	ENSP00000368411	32	P	sodium channel, non-voltage-gated 1, delta subunit
ENOG410VBTJ	ENSP00000315247	17	O	family with sequence similarity 71, member C
ENOG410VNBQ	ENSP00000367748	8	S	chronic lymphocytic leukemia up-regulated 1 opposite strand
ENOG410WH7C	ENSP00000350364	27	T	neuronal growth regulator 1
ENOG410WCZJ	ENSP00000187397	28	A	cAMP-regulated phosphoprotein, 21kDa
ENOG410WC2H	ENSP00000382849	2	S	NA
ENOG410WJ6A	ENSP00000297157	21	K	Retinitis pigmentosa 9 (Autosomal dominant)
ENOG410WFHU	ENSP00000362136	6	G	mannosidase, endo-alpha-like
ENOG410WBR7	ENSP00000430290	2	S	NA
ENOG410VD8V	ENSP00000423933	46	L	THUMP domain containing 2
ENOG410VW6W	ENSP00000406718	5	S	NA
ENOG410VXZ6	ENSP00000298298	6	S	chromosome 10 open reading frame 25
ENOG410VPGD	ENSP00000338228	7	S	chromosome 5 open reading frame 56
ENOG410WJB2	ENSP00000293201	20	N	myosin XVB pseudogene
ENOG410WHXZ	ENSP00000370812	27	T	Endothelial cell-specific molecule 1
ENOG410WE2A	ENSP00000460321	31	O	Dermatan sulfate epimerase-like
ENOG410WBPW	ENSP00000424932	2	S	NA
ENOG410WBHQ	ENSP00000363330	4	U	CD52 molecule
ENOG410VEMY	ENSP00000265068	29	S	kiaa1257
ENOG410VF42	ENSP00000345374	21	S	CXXC finger protein 11
ENOG410VHU1	ENSP00000349270	16	C	Hemoglobin mu
ENOG410VKNE	ENSP00000386133	7	S	POM121 transmembrane nucleoporin-like 12
ENOG410WBJK	ENSP00000436320	2	S	NA
ENOG410WGC6	ENSP00000235090	47	A	WD repeat domain 77
ENOG410VA0D	ENSP00000384376	36	K	Tudor domain
ENOG410WH7H	ENSP00000396722	16	T	Neurotrimin
ENOG410VEWM	ENSP00000366378	30	T	olfactory receptor, family 2, subfamily B, member
ENOG410W1F5	ENSP00000357323	6	K	YY1 associated protein 1
ENOG410WJ3G	ENSP00000378400	36	T	LIM domain and actin binding 1
ENOG410VHDY	ENSP00000229134	30	O	interleukin 26
ENOG410VAI2	ENSP00000341128	46	U	clusterin-like 1 (retinal)
ENOG410VK70	ENSP00000238609	32	S	interferon alpha-inducible protein
ENOG410WJGM	ENSP00000384582	31	T	G protein-coupled receptor 98
ENOG410VXWF	ENSP00000375470	7	S	NA
ENOG410VNQ1	ENSP00000382345	4	S	NA
ENOG410WBY3	ENSP00000384566	3	S	NA
ENOG410WEM7	ENSP00000409318	5	K	zinc finger protein 230
ENOG410VWA6	ENSP00000463576	10	P	Inherit from KOG: solute carrier family 5
ENOG410WEIV	ENSP00000384175	5	S	NA
ENOG410VW4Q	ENSP00000449124	6	S	NA
ENOG410VDAD	ENSP00000365906	37	K	Zinc finger protein
ENOG410WEIU	ENSP00000411098	6	S	NA
ENOG410WBNV	ENSP00000448896	2	S	NA
ENOG410VFP2	ENSP00000471638	18	S	Leucine zipper protein 4
ENOG410VTYS	ENSP00000399235	8	U	folate receptor 3 (gamma)
ENOG410VGXE	ENSP00000301399	14	K	zinc finger protein 577
ENOG410VZ0C	ENSP00000455411	5	S	chromosome 20 open reading frame 166
ENOG410WBTK	ENSP00000372272	2	W	Keratin-associated matrix
ENOG410VB1F	ENSP00000382804	10	S	Outer dense fiber of sperm tails 3B
ENOG410WIEV	ENSP00000397351	28	T	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein
ENOG410WBI2	ENSP00000348731	8	S	NA
ENOG410VJK9	ENSP00000306884	32	U	Chemokine C-X-C motif ligand 11
ENOG410VZEA	ENSP00000368055	6	S	NA
ENOG410VEGR	ENSP00000322593	43	T	Olfactory receptor, family 51, subfamily L, member 1
ENOG410WBP2	ENSP00000331704	2	U	XK-related protein
ENOG410VKS4	ENSP00000263863	17	S	granulysin
ENOG410V7Y8	ENSP00000356634	54	O	pappalysin 2
ENOG410WJ7A	ENSP00000328083	17	T	Rho guanine nucleotide exchange factor (GEF) 37
ENOG410VF1B	ENSP00000301310	23	K	zinc finger protein 582
ENOG410VQZ4	ENSP00000327984	15	B	testis-specific Y-encoded protein
ENOG410WJ2Q	ENSP00000359740	32	K	Zinc finger protein 451
ENOG410WC49	ENSP00000402414	3	O	tripartite motif-containing protein 49-like protein 1-like
ENOG410WH79	ENSP00000419000	27	T	limbic system-associated membrane protein
ENOG410WI6K	ENSP00000244728	21	W	collagen, type XXI, alpha 1
ENOG410VMHV	ENSP00000289619	35	S	P antigen family, member
ENOG410VAEE	ENSP00000367214	24	O	glutaredoxin, cysteine rich 2
ENOG410WEHX	ENSP00000394380	7	K	zinc finger protein 625
ENOG410WC0W	ENSP00000373274	4	K	Zinc finger protein 860
ENOG410VGVQ	ENSP00000243611	28	TV	Complement component 4 binding protein, beta
ENOG410VIKG	ENSP00000354070	24	O	Family with sequence similarity 177, member B
ENOG410WBKQ	ENSP00000399899	3	S	NA
